,tweet,Subjectivity,Polarity,Analysis,label
198, I understand your points but what is the permanent action with pokayoke on one can do this again,0.1,0.1,Positive,1
199,So  cos your driver didnt cancel for over mins i have ended up booking an  cab  I lost over  mins of my Sunday cos of you Ola Hope you realise and become professional soon  httpstcowOIzrRbc,0.1,0.1,Positive,1
200,   your team infor to put  luggage bag in foot area are they really professional or computers are replaying on automation,0.1,0.1,Positive,1
201, waiting for my cab since last  mins  drivers have cancelled on me and I have a train to catch at am Is this how you people provide service  The whole family is just standing on the road,0.233333333,0.1,Positive,1
202,   For your information and action please,0.1,0.1,Positive,1
203, Ive send you details in dm Have you taken any action,0.1,0.1,Positive,1
204,Was near Nehru Planetariumbooked Ola Driver asked for landmark   Me Chaand ke baaju mein hu He Sir uppar nai aa sakta niche aajao  OlaEnjoy your ride    httpstcohgvEnMHiwF,0.4,0.1,Positive,1
205,Driving a vehicle without license amp badge is a crime The  Transport dept have caught  drivers  ferrying ppl on  amp  platforms  without driving license Lets hope some action will be taken soon Read story below    httpstcoYMlkSIIrd,0.1,0.1,Positive,1
206, your app is not working and I think you should fix this asap  You play a vital part in our life and you should be watchful about your actions,0.4,0.1,Positive,1
207,So  year old nibbis on Instagram are saying we are rejecting INDIAN GOVERNMENT  CAB OLA  UBER  AUTO BRTS   I am like bahan  Pythagoras ka theorem thik se padh lo Varna board exams tuje reject Kar degi,0.2,0.1,Positive,1
208,Dear    Look this much you charged us   Only  Km and this much you are charging   Next time we will not use you You are cheating on us  Also check our  bill for return    httpstcooSVmCO,0.35,0.1,Positive,1
209,CAB is meant to lift those who r left behindWhy should  Ola o Uber worry so much when they are already protected n secured,0.1,0.1,Positive,1
210, Also provide me details of KM breakup for my complete journey,0.4,0.1,Positive,1
211,I received  ola money but driver taken Rs cash please refund  and take action immediately,0.1,0.1,Positive,1
212,  CRN  I select payment method ola money but driver taken  cash please check and take action immediately,0.1,0.1,Positive,1
213, Send proof of action taken asap   Before escalating this as  Drive against Ola Uber etc,0.1,0.1,Positive,1
214,The loss we are facing form last  days because of these so called    Common people knows the real problems and struggle that he is facing in Delhi these days No ola or uber are going to railway station or any where in Delhi most of the metro are affected 😡,0.341666667,0.1,Positive,1
215,What the Hell this auto driver asking me  Where are going   I said my address He is on the spot Canceled my book  Pls action this guy         httpstcoRvnWuwjx,0.1,0.1,Positive,1
216, How would i know if  has taken some action against him,0.1,0.1,Positive,1
217,         Not sure if ola is using right practices with drivers as everyone asks for Cash  I think commission is too high and payouts is very delayed,0.566150794,0.098928571,Positive,1
218, drivers have this new trick where they call you and tell you that they have cancelled the trip but they don’t cancel it Om App Apparently we are charged for the cancellation  this has happened to me three times,0.402272727,0.093181818,Positive,1
219, Ola i had a different experience yesterday At mumbai international airport the cabbie tells me that i will receive a nd OTP of  digits for kyc confirmation Is this true and if so i foresee a risk I didnt get the otp but my kyc pics submitted earlier did show up,0.4375,0.0875,Positive,1
220,This is hilarious 🤣 Sarjapura road to Hosakerehalli is  on Ola micro Seriously I could go to the airport with that money 😂       httpstcoKiTUWckIHH,0.833333333,0.083333333,Positive,1
221,Particularly against defaulting Ola  Uber drivers who are cancelling rides post confirmation for various reasons including destination online payments etc,0.416666667,0.083333333,Positive,1
222, Can someone call me right away It’s extremely urgent,0.767857143,0.080357143,Positive,1
223,  money got deducted twice in my account but your postpaid recharge shows that money is pending and this is happened twice first time on  nov and second time today only I really don’t know why you guys doing like this I need my money back asap and pls call back,0.255555556,0.075,Positive,1
224, came the fun part tried calling support which again took mins Spoke to rep and wanted to talk to sup which took another mins but as expected they are to busy n I ended up nt talking Finally when we cancel the cab you charge us penalty wil u b compensating to us,0.475,0.075,Positive,1
225, I would like to inform you that I was trying to pre book a cab for tomorrow afternoon The app shows fares are higher due to high demand How do you predict future high demand P S It wouldnt hurt to read the tweet and examine the image properly before replying,0.363333333,0.074166667,Positive,1
226, What if cab not available Do we need to book again  We expect cab will definitely available as booking confirmed At peak time no cab mean where we have to go,0.621875,0.071875,Positive,1
227, I am not sure how come u can just suspend such creepsur company wants this to be repeated again with another pregnant ladyy cant u proceed with his removal from ola along with blacklisting him ,0.497222222,0.070833333,Positive,1
228,Dear    Refer below screen shot Both rides are cancelled due to driver demanding cash amp not ready to came at destination amp ola has charged cancellation charges  What is perpose of ola postpaid Most of time Auto driver demanding cash only Please issue guideline to Auto  httpstcofNVOXW,0.59375,0.06875,Positive,1
229, Hi Andrew Thanks for Followup I wanted to use your app for making the complaint But couldn’t locate the address Please make it user friendly for non tech savvy people Ola has a contact nr to access for instant assistance,0.391666667,0.06875,Positive,1
230,“Medam OlaUber money na athva cash aa Drop yellige medam” Never answer these questions It’s a trap Next thing you know is you get “your driver has cancelled we are finding you a new ride” message   ,0.227272727,0.068181818,Positive,1
231,    Wen we get down at any station no rickshaw or taxi as they refuse all fairs in peak time and uber ola cabs on high price and bus overcrowded it’s really hectic so pls see ground reality wat mumbaikar is facing   ,0.342962963,0.068148148,Positive,1
232,Lets make a difference with only one step towards following rules Thanks    Appreciate your support   Lets join our hands with city authorities        httpstcozHmndmQfF,0.433333333,0.066666667,Positive,1
233,Our premium pass holders really appreciated having priority to meet their favourite artistes This was Olas queue from last year it zig zags all the way to the back While queuing for your idol is a testament of…  httpstcouFLhWRTWpV,0.055555556,0.066666667,Positive,1
234,Drivers cancelled the bookings continuously  Somebody was with private passenger  Nowadays cab wala especially Ola people ask to cancel ride and pay on cash  They deny accepting   also  Is this what  India wants  Improve      ,0.491666667,0.066666667,Positive,1
235,There is no Ola or Uber economy   You are WRONG  charges  times of its regular fare on Saturday at  pm   KMS  fare   per km OWNING CAR IS MUCH BETTER madam We dont have govt cars unfortunately  no consumer laws  httpstcoYRxUAb,0.619230769,0.0625,Positive,1
236, this is a new low this driver always closes a trip km before destination if it’s payment mode other than cash then he rated himself  star by himself  he has rigged that ola display somehow to top it all he drove so rashly he could have killed anyone on the road,0.325909091,0.062272727,Positive,1
237, Your option on Ola is disabled Low success rates Really  I use  daily amp use GPay Cant understand the restrictions on ur app  httpstcoQgQDxqeA,0.16,0.06,Positive,1
238,  I am trying to resolve the issue for the last  days  Wort customer care support  I dont want coupon and pay this Why this ridiculous 😡 I am not able to ride in ola First time facing this kind of issue  httpstcoOmDIe,0.585,0.053333333,Positive,1
239,For the attention of  users   A later fee of approx  per month if youre failing to pay the  postpaid monthly dues on time This is a huge hike 😔  Not sure if these rates are applicable across   httpstcobPzKDLcm,0.596296296,0.05,Positive,1
240, we lost our mobile in ola car we registered our Fir at Kalyan East police station Bt they didn’t allow us to mention ola car driver details on fir why  We clearly told them it  we forgot in ola car only and we asked them to call the driver once and question him,0.691666667,0.05,Positive,1
241, team on way to Pondicherry from Chennai  The driver has charged  Rs as permit No sure about it Neither is he ready to show any proof  Can u confirm  Thanks,0.52962963,0.05,Positive,1
242, From next time dont extend offers when u dont have the monetary capacity to honour it   ,0,0.05,Positive,1
243,     I had ride in ola on Dec  estimated date is  but final date is  I didnt changed the location Customer care doesnt agreed to refund It looks complete scam by ola Govt has to investigate  httpstcoABzXvSOYH,0.7,0.05,Positive,1
244, You can never stop this things happening inside ola You should completely stop cash Paymentthat will be the final step,0.7,0.05,Positive,1
245,Book an ola prime play Play loud Hollywoodtrance songs driver will definately drive the fastest as possible and try to get rid of you My all time fav technique to save time   ,0.9,0.05,Positive,1
246, Yes they drink during happy hours  then come down at  PM eat kulfi amp drunk drive or OlaUberMetro home,0.762962963,0.048148148,Positive,1
247,I want us to highlight the concerns of those who subscribe to taxi services such as Uber Ola local Request everyone post your concerns on this thread I request  and other legal fraternity to consider possible legal support,0.379166667,0.045833333,Positive,1
248,amp another one asks me where do I have to go before actually arriving   New Year is about to begin with newer resolution Have u guys taken a resolution to enhance ur driver quality Or only days will progress not your services   httpstcosYAqexb,0.518181818,0.045454545,Positive,1
249, Spoke to your call center guys at the airport itself who ensured to help and put me on hold for  odd mins to speak to the driver But again the next driver asked for my drop location He then confirmed that he never got a call from support Why lie to customers,0.3375,0.033333333,Positive,1
250,  Its a old trend govt n media will not act in this issue because they  r friends showing to public actuall they r partners like ola n uber cab agregators no one responds  They r thinking they r above the law,0.122222222,0.033333333,Positive,1
251,  because this involves mymother and aunt they are yrs old andin darkvillage if they had fallen anything could have happened your driver said he has to go empty for km I am an ex ola partner and I want strictest action against that car or I will go to authorities,0.266666667,0.033333333,Positive,1
252, Your drivers have made a monopoly at Delhi International Airport and ask for location even before boarding forget the OTP So its back to old cab days or  rocks,0.066666667,0.033333333,Positive,1
253,    This is a common practice now Specially in ,0.535714286,0.028571429,Positive,1
254, This is not regarding fleet Y is it that some customers get a cab directly with cab number and others have to wait in line for the next available cab There is no concept of first person gets first car Ppl having to stand in line r made idiots This wasn’t how it was last week,0.333333333,0.028571429,Positive,1
255, I’ve been trying to register for Ola select since  days but your app is broken Please fix it asap  what good is your Diner’s Black offer of a free priority pass with Ola when their app is so broken I suggest you give out  coupons instead  httpstcoGvCCOmJKE,0.526666667,0.026666667,Positive,1
256, clearly just reporting the issue didnt work in my case What needs to be explained here is why your call center guys are deceiving customers into believing that action is being taken while actually letting goons run their local taxi business on an ecom platform,0.136666667,0.02,Positive,1
257,Do not take   in  My ride from  to  was ℅ more then uber and ola and was mins delayed pickup Pretty bad customer care support 😔,0.722222222,0.016666667,Positive,1
258, It doesnt make any sense of your validation if you are not going to take any action Just becoz of your promise I booked rude with ola or else i wouldnt If you cant then you should not say first take and we will refund dont break customers trust,0.344444444,0.016666667,Positive,1
259,  What happened to solution of old ticket  that you guys close without any solution After I call again for information on same then you guys raise a new ticket  Its already  days to new complaint also Hope a year in not needed to resolve it,0.286818182,0.014545455,Positive,1
260,  Last Wednesday I was made to stand for an hr by Ola near India Exposition center Greater Noida and then received a message Sorry we couldnt find rides near you Please try again later,0.352380952,0.014285714,Positive,1
261,Ola may cut  of Job     httpstcoWtpwuVDDZ,0,0,Neutral,
261, For short distance why use ola like for one station i dont use ola,0.3,0,Neutral,
261, Thank you,0,0,Neutral,
261, Can you provide some deadline so that I can follow up as well,0,0,Neutral,
261,In India there are companies like Uber  ola Airbnb  Oyo amazonFlipkart then why there is no company like     ,0,0,Neutral,
261,No Ola No Uber CAB  It is Motabhais     ,0,0,Neutral,
261,                       ,0,0,Neutral,
261, It is reproducible And on multiple iOS devices,0,0,Neutral,
261,  Government should do something to replace these ola and uber,0,0,Neutral,
261, CRN Nos   and  in that order,0,0,Neutral,
261, Just pray we dont miss the train,0,0,Neutral,
261, OLA is a cheater compny,0,0,Neutral,
261,  If the passenger cancels there is a penalty but OlaUber drivers cancel at will,0,0,Neutral,
261,  Come and Book ola or uber🤣🤣🤣🤣,0,0,Neutral,
261,Bought an ola pass so that I can daily book cabs from Uber,0,0,Neutral,
261, No issues Your Grace  Have boarded   Btw  That too via Ola Pick Point ☺️,0,0,Neutral,
261, CAB OLA UBER,0,0,Neutral,
261, Already sharedThe same you can tracke from   I have shared my contact number  times to them,0.125,0,Neutral,
261, I cancelled because driver number was not reachable and another booking also was not  httpstcobxKvKPDA it is saying that account will be deactivated if  I cancel  httpstcoGTYSjLKHe was no fault of mine but why punish me with deactivation warning,0,0,Neutral,
261,appo this  has nothing to do with   ah,0,0,Neutral,
261,Bhakts found uninstalling Ola amp Uber after seeing  trending 🤷🏽‍♂️      ,0,0,Neutral,
261, not working Ola money payment,0,0,Neutral,
261,Assam and The NorthEast India is burning and standing united against CAB but for people around me CAB still stands for Ola   and Uber    ,0,0,Neutral,
261,  could you please explain me what is this and not only   times you canceled my trip   httpstcoYdRiDP,1,0,Neutral,
261,    or flip to the  alert at anyam          httpstcoDVoREBhYh,0,0,Neutral,
261,Actually they dont knew what is   They might be thought it as ola CAB😎,0.1,0,Neutral,
261, You seem to have mistaken about the CAB yet again  This is nothing to do with the businesses of OLA  or UBER   🤣😂🤣😂😂,0,0,Neutral,
261, Please see reference ride  httpstcozdlAWUNzK,0,0,Neutral,
261, ACKO website and phone number doesn’t work  httpstcoTXgpTjHkc,0,0,Neutral,
261,     httpstcomnAXNarGa,0,0,Neutral,
261, iOS  Ola  Device iPhone ,0,0,Neutral,
261,Riding in an Ola driven by SUBRAMANI R    OTP  is needed to start the ride after boarding the cab Final bill amount will be shown on driver device Track the ride here  httpstcoRUsgpgrrYz,1,0,Neutral,
261, Yes I would prefer a rickshaw ride than  or  ,0,0,Neutral,
261,   Please Start An Reparing Service Through Your App For People Whose Vehicle Got Punctured In Middle Ways amp Whose Vehicle Run Out Of Petrol or diesel Pleaee Guys Do Something Help     ,0,0,Neutral,
261, your driver denied pickup because he just don’t want to go to my drop location and  your customer care didn’t pic my call  ,0,0,Neutral,
261,    Whats the update on this  Why is it that I have to followup but theres no progress,0,0,Neutral,
261,  i want you guys to pay attention to such incidents Driver cancelled after asking my destination I am trying to book a cab since last  minutes  httpstcoUfRJnKf,0.283333333,0,Neutral,
261, Can you please help in understanding the difference between  total bill amp  total payable,0.75,0,Neutral,
261,People in Mumbai opt for different modes of transportation depending on various factors route traffic  budget etc If you allow taxis uber and ola to pick and drop your guests and visitors then why discriminate rickshaws Its not like they are exempted from security,0.55,0,Neutral,
261, Please share your personal ID ,0.3,0,Neutral,
261, Sent and look forward for immediate resolution,0,0,Neutral,
261,  Same with me Ma’am  Last Saturday i had to go Kamani Auditorium from Railway station I booked  times uber and  times ola cab but drivers canceled them everytime  At last i took auto,0.086111111,0,Neutral,
261,🆕 🆕 Oyo Ola Freshworks Flipkart and Paytm are among leading homegrown technology ventures that have brought in known industry veterans over the course of the year as independent board members   write  httpstcopgUFloWE,0.125,0,Neutral,
261,  I had similar experience with ola and that too in diplomatic enclave area,0.4,0,Neutral,
261, Ola hu Uber,0,0,Neutral,
261, Hello Team  Till date  have not received any such coupon   Only your above message came as a consolation statement after my Post and DM  ,0.533333333,0,Neutral,
261,  Agreed Maam I have had the same experience with Ola in Delhi,0.125,0,Neutral,
261, No worries I had enough follow up done It took  days for supervisor to call while promised time was hours 😉 Unfortunately all you care is cut throat business and zero care for customer Wish there was more fairness on your policies,0.666666667,0,Neutral,
261,                         httpstcoyjOYSpbmR,0,0,Neutral,
261,                         httpstcoTisXqScus,0,0,Neutral,
261, I need to speak with someone ASAP I can’t access the app Says account blocked,0,0,Neutral,
261,   can’t get thru these numbers too    ,0,0,Neutral,
261, How do I book a cab Even the safety number is unreachable  ,0,0,Neutral,
261,     Pissed off with the unethical practice by Ola of looting customersilently activating insurance amp charging that too without even mentioning in invoice Ineffective Customer care the Ola app  httpstcoNNTiLwfC,0,0,Neutral,
261,    Ola charging without taking trip      even after shared the issue via DM to their Twitter handle,0,0,Neutral,
261,   Why do they need device details Dont share that,0,0,Neutral,
261,Madam he is the same millenial who is not buying car and using ola। Uber,0.125,0,Neutral,
261, Booking got cancelled automatically even after booking confirmation Also got message that we need to pay cancellation charges   What is this  httpstcoYnOUrJN,0,0,Neutral,
261,Its quite often in Mumbai for   drivers to ask for cash when they arrive at location Driver wanted me to cancel the cab and book another one He didnt have cash for toll I could have missed the flight because of this nuisance  httpstcoVGfkaqJ,0,0,Neutral,
261, These two bookings are of two different  httpstcoQcVIZwE both cases driver refused to pick up after confirming that I will pay through Ola moneyThey insisted me to cancel the ride and they will drop me offline bookingPayment mode should be cash only  httpstcogyEWvGvT,0.8,0,Neutral,
261, Thank you,0,0,Neutral,
261,I should have just booked an ola or uber  why did I think of traveling via AC local 🙈,0,0,Neutral,
261,  There is big if  When I told him that I would miss my flight if there is further delay then suddenly he had money to pay for toll and started the trip They do this drama for cash This wasnt my st experience,0.366666667,0,Neutral,
261,    The place from where I was traveling ola was the only option for cabs Otherwise  has been my st preference for multiple reasons,0.5,0,Neutral,
261, I didnt pay cash since it was online paid  Drop location margadarshi colony road  kothapet,0,0,Neutral,
261, your drivers cancel the ride once they know about the destination of passanger Even they wont come to location and wont even pick up the call This is how customers should be treated             ,0,0,Neutral,
261,  Credit,0,0,Neutral,
261,  Agree with you chitra services of ola have worsened now a days                     Drivers deny to pick up the moment they realise payment will be done by ola money                                                  Ola cabs needs to improve,0,0,Neutral,
261, As I already informed  rgere is nothing called as no show certificate  work with   on this else i will go to cosumer court for you are not refunding my money for an ensured  trip       httpstcoZYJayiyQ,0,0,Neutral,
261, Further I will report it here whenever it happens in future Manu times it has happened with me,0.3125,0,Neutral,
261, Hi Team I have shared details via DM Please revert to earliest,0,0,Neutral,
261,  I have shared the details Infact its not just this one I dont see anyone having or offering helmet,0,0,Neutral,
261,Hi   your driver neither agrees to take the trip not cancels the trip Can you please take note of it,0,0,Neutral,
261,   It seems like they are insisting customers not to use  while making payment Use cash only 😜😅,1,0,Neutral,
261, even though i had paid for trip i took theough UPI I had to give cash to driver Please look inro this,0,0,Neutral,
261, Comman buy for me na,0,0,Neutral,
261, my cab driver is insisting on giving him cash even though I have chosen card payment He says he doesn’t have money to put CNG And he needs cash and he doesn’t have cash He says everybody is doing card payments since morning and hence he doesn’t have money and ola cont,0,0,Neutral,
261, Look at here they denied their duties amp with in min i booked different ride  httpstcoYrfQrYJU,0.6,0,Neutral,
261, Thank you credit received✌️,0,0,Neutral,
261,Ola Auto Why you even exist in Chennai Sigh ,0,0,Neutral,
261,Use Ola what’s the fuss about ,0,0,Neutral,
261,  Hi Team   My account has been blocked for the passed two days I have paid my ola postpaid money also  httpstcoodnxPNzzt,0,0,Neutral,
261,   mumbaikar afford costly auto uber ola with minimum start from rskm so local train ticket should be increased to minimum  n pass holder price to be double,0,0,Neutral,
261,  It is about the meaning ya Ola  chosen for a reason 🙃 Farewell Gathering,0,0,Neutral,
261, It depends on the offer wallahy ya Ola bs Im open to anything,0.5,0,Neutral,
261,  How do you or I confirm that the OTP is being entered in the ola app only What if hes not changing my aadhaar or bank login Can i see documentation around that policy please,1,0,Neutral,
261, What abt compensating for it by crediting  to my ola money wallet,0,0,Neutral,
261,  I am now onboard with my ola account and Appreciate you too for your Customer Service and Time to review my posts Bye  httpstcoxxpDZiwfX,0,0,Neutral,
261,Paid three  rides using  credit card Where is my discount on alt rides,0,0,Neutral,
261, This is what I have been hearing since yesterday,0,0,Neutral,
261, Coupon code applied but why the the fare is not reduced  httpstcoKcPhTXHgmu,0,0,Neutral,
261, convenience for Delhi opportunity for all with money to invest in taxi  of drivers who drive Ola owned Taxi Upto  hour work   commission by Ola apart from per day for taxi Is there any oversight     httpstcobgzTbOFSk,0,0,Neutral,
261, Thank you,0,0,Neutral,
261,Anyone awake that can help me out I need to book an Uberola for bombay central station for a senior citizen travelling in an hour and I simply can’t find the drop location for a place where she can enter the station and not need to climb any bridges  ,0.303571429,0,Neutral,
261, Using  in Kolkata The app is not opening the map Using   on ,0,0,Neutral,
261, What’s the update I need to book a cab for work shortly,0.3,0,Neutral,
261,My interaction with Swedish defence OEM  CMD  From SP to  amp Tactical Software Ola explains all We Know Our Price For Gripen Is Quite Competitive Ola Rignell SAAB India  httpstcoVqbrFiz     ,0,0,Neutral,
261, What’s the update Can someone call me ASAP,0,0,Neutral,
261, That took time,0,0,Neutral,
261, While booking the ola outstation cab your app shows distance as  km but after traveling on the same route the billing distance becomes  km and charge increases is this not misleading and fraud  httpstcoGCTyeyjF,0.125,0,Neutral,
261,                       ,0,0,Neutral,
261,today i took a bus from agara to tin factory another from tin factory to byappanahalli from there about a kilometre walk to metro from there to cubbon park from there a kilometre walk to walton road started  reached  cost ₹ saved ₹ on cancelled ola 👍,0,0,Neutral,
261, I am using ola bikes here at raebareli  Today I booked bike from my residence to sp office and paid Rs but while coming back for same distance for same places I have been charged Rs which is almost double how and why,0.0625,0,Neutral,
261, Please read the fare charged for today Please also read the pickup and drop location are same,0.125,0,Neutral,
261, Over  hours and no response What’s happening I need my account unblocked ASAP Why hasn’t anyone called me,0,0,Neutral,
261,  please do not run a service where you cannot cater to customer,0,0,Neutral,
261, Please find your Acko Policy for Policy ID OLAJKPYQWHYY attached to this email For any assistance call us on    or simply send an email at olacare  Now ola says we do not serve here CheatersFraud  httpstcoAbEMYUSMEH,0.357142857,0,Neutral,
261, Read this thread,0,0,Neutral,
261, hey can you please help with my account it has been blocked and for no valid reasons,0,0,Neutral,
261, LOOOL And what makes you think Im ever going to use your services again You didnt even give any explanation No email nothing  httpstcoFteodqUAXc,0,0,Neutral,
261, your safety purposes  alienate your user from the platform itself  👍👍,0,0,Neutral,
261, Cab Uber Ola,0,0,Neutral,
261, You have issued the insurance to me for bike ride but now you are  not providing the service  httpstcocjiTNUVz,0,0,Neutral,
261,Cryptocurrency and all will be accepted in Kailaasa it seems   and here the cabbie has cancelled my ride because Ola Money    ,0,0,Neutral,
261,Today Motivation  just Motivation thing Ola Driver Rocks 🙂😁😀😎🤘  httpstcodcQkwqFHT,0,0,Neutral,
261, hey app not working despite all the updates,0,0,Neutral,
261, Shared as requested,0,0,Neutral,
261, Ola Mize,0,0,Neutral,
261,I heard OLA and UBER are rejecting the bookings  for those who are saying no to CAB ,0,0,Neutral,
261,   Its not CAB anymore its CAA so take ur Ola now,0,0,Neutral,
261, 😄 oru nal na office route la ola taxi vanthuchu athu share taxi la 😄 over scene apo partha  Then oru nal TL vachi senji vita  Nayantara kuda atha alavuku scene podatha,0,0,Neutral,
261,So whats your uninstalled count   😅        httpstcoxpcqPOwJ,0,0,Neutral,
261,This is what ur drivers do when we book a trip using  They call us and ask for the destination and payment type and simply cancel our trip U r charging cancellation fee if i cancel my trip will you reward and credit me if your drivers cancel my trip  httpstcobLQzNDuwG,0.357142857,0,Neutral,
261,My travel hack for the day Book olauber upload ride on  Help the community and environment,0,0,Neutral,
261,  I have been charged twice for your cab booking on  Dec  Paid through credit card and cash Contacted your customer care service and assured refund within  days Today its th Day but excess deduction not yet refunded Please refund  httpstcoQCacwIuKe,0,0,Neutral,
261,Boycotting  by uninstalling OLA and Uber 🥳😎  httpstcoSbILFqaGj,0,0,Neutral,
261, So that people use Ola hu Uber,0,0,Neutral,
261,  Totally Even for OLA,0.75,0,Neutral,
261, means  ,0,0,Neutral,
261, The companies which claim for losses in  are paytm ola and all companies operating on support of mobile no,0,0,Neutral,
261,Dear    i don’t want to use ola postpaid please deactivate Humble request otherwise i will uninstall app and delete my account Thanks,0.3,0,Neutral,
261, As diacussed with one of your executive there is unfair toll charges included in my last fare No toll gate was crossed So untill unless I am getting a proof of actual toll charges paid I wont be able to pay the amount to ,0.447916667,0,Neutral,
261, My source was Noida and Destination Ghaziabad In the link shared by you I couldnt find toll chargea for my sourcedestination,0,0,Neutral,
261,In the meantime some protestors Ola Uber nhi chalega nhi chalega CAB NRC wapis lo wapis lo 😂😂😂  ,0,0,Neutral,
261,                      ,0,0,Neutral,
261, Shared via DM Please help with this,0,0,Neutral,
261,The same distance that would’ve cost  pesos with GrabPH just costs  rupees around  pesos with Uber India and Ola local ride app,0.0625,0,Neutral,
261,   Cos sharing is scaring,0,0,Neutral,
261, whats ur customer care Number How to connect if any issue,0,0,Neutral,
261, Snapdeal  Snapchat Excel washing powder Ms Excel  NowCAB ola uber 😂,0,0,Neutral,
261,A bunch of drug addict a habitual offender are on the street looking for options to get laid and chant Ola uber hindu se azadi hindu ki kabar banegi amuYou call govt NAZI DONT WISH FORWHAT YOU CANT HANDLE They are not our people they are terrorist in student clowns🤔😠,0,0,Neutral,
261,I only support OLA CAB 😜   😡,1,0,Neutral,
261,Hope that  also take similar initiatives         ,0.4,0,Neutral,
261,I can’t go over Finland trip 😭 I wanna go back ❄️,0,0,Neutral,
261, I have shared via private message,0.375,0,Neutral,
261,  I guess they shouted Ola Hu Uber and nothing happened thats why I guess,0,0,Neutral,
261,  happened yet again Driver denied service saying that bike is not working Yet denied cancelling ride and continued driving somewhere  httpstcournIWMNcI,0,0,Neutral,
261,  note the time of the phone on the screenshot,0,0,Neutral,
261,   Three instances in two days  Twice the driver did not know the route  Once the driver was caught by police     he did not have RC book and license What check points aggregators have,0,0,Neutral,
261,     And u look like ola hu uber   Kaboom  Enbrace or get razed,0,0,Neutral,
261,            Ok👍,0,0,Neutral,
261,This CAB is not registered with Ola hu uber 😪  ,0,0,Neutral,
261, Against which   OLA OR UBER,0,0,Neutral,
261,  Owned by Ola fleet   httpstcoFoKxWfJYt,0,0,Neutral,
261, There are not providing vehicle number ola after Cancelling ride  httpstcoXjcaQVxqCk,0,0,Neutral,
261,Riding in an Ola  driven by Ashok  Waghare    Start OTP  is needed to start the ride after boarding the cab Final bill amount will be shown on driver device Track the ride here  httpstcoQvjXuOmfBl   driver says he dint received booking,1,0,Neutral,
261,Ola Aphrodites Performance Schedule During EOY  likes on Facebook and  followers on…  httpstcosHHFZFsKT,0,0,Neutral,
261, Bhai you will never know until the same happens with you We had the information blackout for  days There are people who earn on a daily basis like online traders uber Ola drivers home delivery process Everything stops You want to be offline India instead of digital India,0.041666667,0,Neutral,
261, left a bag on rideCRN  cant contact driver Please inform him,0,0,Neutral,
261, The name of the driver is sayid ansari,0,0,Neutral,
261,th anniversary  aadya cha birthday  family celebration 😍💃    Ola Vakkola  httpstcoviAnqIszH,0,0,Neutral,
261, Hopeless experience today as well Booked cab for airport Driver name and number was shared I called driver  times and he asked me twice  “where to go” I avoided Result was my ride history got deleted on Ola app I missed the flight ,0,0,Neutral,
261, Might,0,0,Neutral,
261, your app and The Ola both charge low on regular basis than what I was asked to pay by your app and your driver  I was not in a position to fight because of being with a lady and travelling in night from Delhi and the morning time,0.188461538,0,Neutral,
261, Hi team  still the amount is not credited,0,0,Neutral,
261, Hope they contact soon,0,0,Neutral,
261,I just booked an Ola to reach somewhere But when the driver entered OTP after reaching the pickup point the ride got completed and I was charged amount Why os that so  ,0,0,Neutral,
261,  😂😂😂yall need to try Olas,0,0,Neutral,
261,ola from atlantis  httpstcoDFgjuwI,0,0,Neutral,
261, Here the driver dropped the passenger mid way cab was booked from Govind puri Delhi to NSEZ Noida  httpstcorscUSOF,0,0,Neutral,
261,  Ola u Uber  La La La,0,0,Neutral,
261, Why the hell I got this message now at  PM  httpstcoJQDKecSI,0,0,Neutral,
261, Are you guys providing any assistance or shall I report you guys  ,0,0,Neutral,
261, I have always found Uber rates lesser in Bangalore than Ola,0.5,0,Neutral,
261,  Its for the spam i get from ola uber Zomato and swiggy For official stuff i use different one,0.6,0,Neutral,
261,   Kya mtlab tera Murderer hai kya tu Check his identity ,0,0,Neutral,
261, The crn number is CRN,0,0,Neutral,
261,Another day but same story  App Sends me hike in price for my ride  I accept This driver with  Rating also asks me where to go before arriving to my destination Then when I object he cancels the booking Kaali Peeli saves the day    httpstcozbzGSN,0.125,0,Neutral,
261,Do Follow  Bhavish Aggarwal born  August  is an Indian entrepreneur and cofounder of Ola Cabs He began his career with Microsoft where he worked for two years filed two patents and…  httpstcoGaJGUXcoHe,0,0,Neutral,
261,FY results of startups Im concerned Flipkart  cr revenue  cr loss Amazon  cr revenue  cr loss PayTm  cr revenue  cr loss Oyo  cr revenue  cr loss Zomato  cr revenue  cr loss Ola Cabs  cr revenue  cr loss,0,0,Neutral,
261, I commented as a  amp observing people use Different app is my part of my job ,0.6,0,Neutral,
261, Ola Hyper Drive   httpstcoEJWEmHCjM,0,0,Neutral,
261,   I dont know why ola has added Rs if i dont cancelled the ride,0,0,Neutral,
261, And can i know the reason why cancelled this ride  httpstcobFZrqUGguU,0,0,Neutral,
261, You don’t need to increase your fleet you need to educate your drivers to accept booking requests I have seen them not accept requests even while I am riding in the OLA cabs,0,0,Neutral,
261,   🙄,0,0,Neutral,
261, They wont get  as they didnt shout Ola ho Uber before getting blown up😎😜,0,0,Neutral,
261,Big Basket  crore revenue amp  crore loss  Grofers  crore revenue amp  crore loss  Zomato  crore revenue amp  crore loss  Swiggy  crore revenue amp  crore loss  Ola Cabs  crore revenue amp  crore loss,0.1,0,Neutral,
