,tweet,Subjectivity,Polarity,Analysis
195, early morning your autowalas need cash instead of ola money They cancel the trip with me sitting in their auto Then you guys charge me rs for cancelling   httpstcoIoZhfyZup,0.3,0.1,Positive
196, What have you credited I have not seen anything I have not posted here to get any free vouchers from Ola I posted for service improvement Take Psychology test before joining of driver for Ola Once Ola show some amount for trip then it should be firm for all conditions,0.6000000000000001,0.1,Positive
197,  Matim Shaikh A driver misbehaved and was really arrogant Car details MH AM   He cancelled the ride without checking with me left me midway argued and requested for cash my trip was prepaid Please look into this urgently,0.1,0.1,Positive
198, I understand your points but what is the permanent action with pokayoke on one can do this again,0.1,0.1,Positive
199,So  cos your driver didnt cancel for over mins i have ended up booking an  cab  I lost over  mins of my Sunday cos of you Ola Hope you realise and become professional soon  httpstcowOIzrRbc,0.1,0.1,Positive
200,   your team infor to put  luggage bag in foot area are they really professional or computers are replaying on automation,0.1,0.1,Positive
201, waiting for my cab since last  mins  drivers have cancelled on me and I have a train to catch at am Is this how you people provide service  The whole family is just standing on the road,0.23333333333333334,0.1,Positive
202,   For your information and action please,0.1,0.1,Positive
203, Ive send you details in dm Have you taken any action,0.1,0.1,Positive
204,Was near Nehru Planetariumbooked Ola Driver asked for landmark   Me Chaand ke baaju mein hu He Sir uppar nai aa sakta niche aajao  OlaEnjoy your ride    httpstcohgvEnMHiwF,0.4,0.1,Positive
205,Driving a vehicle without license amp badge is a crime The  Transport dept have caught  drivers  ferrying ppl on  amp  platforms  without driving license Lets hope some action will be taken soon Read story below    httpstcoYMlkSIIrd,0.1,0.1,Positive
206, your app is not working and I think you should fix this asap  You play a vital part in our life and you should be watchful about your actions,0.4,0.1,Positive
207,So  year old nibbis on Instagram are saying we are rejecting INDIAN GOVERNMENT  CAB OLA  UBER  AUTO BRTS   I am like bahan  Pythagoras ka theorem thik se padh lo Varna board exams tuje reject Kar degi,0.2,0.1,Positive
208,Dear    Look this much you charged us   Only  Km and this much you are charging   Next time we will not use you You are cheating on us  Also check our  bill for return    httpstcooSVmCO,0.35,0.1,Positive
209,CAB is meant to lift those who r left behindWhy should  Ola o Uber worry so much when they are already protected n secured,0.1,0.1,Positive
210, Also provide me details of KM breakup for my complete journey,0.4,0.1,Positive
211,I received  ola money but driver taken Rs cash please refund  and take action immediately,0.1,0.1,Positive
212,  CRN  I select payment method ola money but driver taken  cash please check and take action immediately,0.1,0.1,Positive
213, Send proof of action taken asap   Before escalating this as  Drive against Ola Uber etc,0.1,0.1,Positive
214,The loss we are facing form last  days because of these so called    Common people knows the real problems and struggle that he is facing in Delhi these days No ola or uber are going to railway station or any where in Delhi most of the metro are affected 😡,0.3416666666666667,0.1,Positive
215,What the Hell this auto driver asking me  Where are going   I said my address He is on the spot Canceled my book  Pls action this guy         httpstcoRvnWuwjx,0.1,0.1,Positive
216, How would i know if  has taken some action against him,0.1,0.1,Positive
217,         Not sure if ola is using right practices with drivers as everyone asks for Cash  I think commission is too high and payouts is very delayed,0.5661507936507936,0.09892857142857142,Positive
218, drivers have this new trick where they call you and tell you that they have cancelled the trip but they don’t cancel it Om App Apparently we are charged for the cancellation  this has happened to me three times,0.4022727272727272,0.09318181818181817,Positive
219, Ola i had a different experience yesterday At mumbai international airport the cabbie tells me that i will receive a nd OTP of  digits for kyc confirmation Is this true and if so i foresee a risk I didnt get the otp but my kyc pics submitted earlier did show up,0.4375,0.0875,Positive
220,This is hilarious 🤣 Sarjapura road to Hosakerehalli is  on Ola micro Seriously I could go to the airport with that money 😂       httpstcoKiTUWckIHH,0.8333333333333333,0.08333333333333334,Positive
221,Particularly against defaulting Ola  Uber drivers who are cancelling rides post confirmation for various reasons including destination online payments etc,0.41666666666666663,0.08333333333333333,Positive
222, Can someone call me right away It’s extremely urgent,0.7678571428571428,0.08035714285714285,Positive
223,  money got deducted twice in my account but your postpaid recharge shows that money is pending and this is happened twice first time on  nov and second time today only I really don’t know why you guys doing like this I need my money back asap and pls call back,0.25555555555555554,0.075,Positive
224, came the fun part tried calling support which again took mins Spoke to rep and wanted to talk to sup which took another mins but as expected they are to busy n I ended up nt talking Finally when we cancel the cab you charge us penalty wil u b compensating to us,0.47500000000000003,0.075,Positive
225, I would like to inform you that I was trying to pre book a cab for tomorrow afternoon The app shows fares are higher due to high demand How do you predict future high demand P S It wouldnt hurt to read the tweet and examine the image properly before replying,0.36333333333333334,0.07416666666666667,Positive
226, What if cab not available Do we need to book again  We expect cab will definitely available as booking confirmed At peak time no cab mean where we have to go,0.621875,0.07187500000000002,Positive
227, I am not sure how come u can just suspend such creepsur company wants this to be repeated again with another pregnant ladyy cant u proceed with his removal from ola along with blacklisting him ,0.49722222222222223,0.07083333333333333,Positive
228,Dear    Refer below screen shot Both rides are cancelled due to driver demanding cash amp not ready to came at destination amp ola has charged cancellation charges  What is perpose of ola postpaid Most of time Auto driver demanding cash only Please issue guideline to Auto  httpstcofNVOXW,0.59375,0.06875,Positive
229, Hi Andrew Thanks for Followup I wanted to use your app for making the complaint But couldn’t locate the address Please make it user friendly for non tech savvy people Ola has a contact nr to access for instant assistance,0.39166666666666666,0.06875,Positive
230,“Medam OlaUber money na athva cash aa Drop yellige medam” Never answer these questions It’s a trap Next thing you know is you get “your driver has cancelled we are finding you a new ride” message   ,0.22727272727272727,0.06818181818181818,Positive
231,    Wen we get down at any station no rickshaw or taxi as they refuse all fairs in peak time and uber ola cabs on high price and bus overcrowded it’s really hectic so pls see ground reality wat mumbaikar is facing   ,0.3429629629629629,0.06814814814814814,Positive
232,Lets make a difference with only one step towards following rules Thanks    Appreciate your support   Lets join our hands with city authorities        httpstcozHmndmQfF,0.43333333333333335,0.06666666666666667,Positive
233,Our premium pass holders really appreciated having priority to meet their favourite artistes This was Olas queue from last year it zig zags all the way to the back While queuing for your idol is a testament of…  httpstcouFLhWRTWpV,0.05555555555555556,0.06666666666666667,Positive
234,Drivers cancelled the bookings continuously  Somebody was with private passenger  Nowadays cab wala especially Ola people ask to cancel ride and pay on cash  They deny accepting   also  Is this what  India wants  Improve      ,0.4916666666666667,0.06666666666666667,Positive
235,There is no Ola or Uber economy   You are WRONG  charges  times of its regular fare on Saturday at  pm   KMS  fare   per km OWNING CAR IS MUCH BETTER madam We dont have govt cars unfortunately  no consumer laws  httpstcoYRxUAb,0.6192307692307693,0.0625,Positive
236, this is a new low this driver always closes a trip km before destination if it’s payment mode other than cash then he rated himself  star by himself  he has rigged that ola display somehow to top it all he drove so rashly he could have killed anyone on the road,0.32590909090909087,0.06227272727272727,Positive
237, Your option on Ola is disabled Low success rates Really  I use  daily amp use GPay Cant understand the restrictions on ur app  httpstcoQgQDxqeA,0.16,0.06,Positive
238,  I am trying to resolve the issue for the last  days  Wort customer care support  I dont want coupon and pay this Why this ridiculous 😡 I am not able to ride in ola First time facing this kind of issue  httpstcoOmDIe,0.585,0.053333333333333344,Positive
239,For the attention of  users   A later fee of approx  per month if youre failing to pay the  postpaid monthly dues on time This is a huge hike 😔  Not sure if these rates are applicable across   httpstcobPzKDLcm,0.5962962962962962,0.050000000000000024,Positive
240, we lost our mobile in ola car we registered our Fir at Kalyan East police station Bt they didn’t allow us to mention ola car driver details on fir why  We clearly told them it  we forgot in ola car only and we asked them to call the driver once and question him,0.6916666666666667,0.05000000000000001,Positive
241, team on way to Pondicherry from Chennai  The driver has charged  Rs as permit No sure about it Neither is he ready to show any proof  Can u confirm  Thanks,0.5296296296296296,0.05000000000000001,Positive
242, From next time dont extend offers when u dont have the monetary capacity to honour it   ,0.0,0.05,Positive
243,     I had ride in ola on Dec  estimated date is  but final date is  I didnt changed the location Customer care doesnt agreed to refund It looks complete scam by ola Govt has to investigate  httpstcoABzXvSOYH,0.7,0.05,Positive
244, You can never stop this things happening inside ola You should completely stop cash Paymentthat will be the final step,0.7,0.05,Positive
245,Book an ola prime play Play loud Hollywoodtrance songs driver will definately drive the fastest as possible and try to get rid of you My all time fav technique to save time   ,0.9,0.05,Positive
246, Yes they drink during happy hours  then come down at  PM eat kulfi amp drunk drive or OlaUberMetro home,0.762962962962963,0.04814814814814816,Positive
247,I want us to highlight the concerns of those who subscribe to taxi services such as Uber Ola local Request everyone post your concerns on this thread I request  and other legal fraternity to consider possible legal support,0.3791666666666667,0.04583333333333334,Positive
248,amp another one asks me where do I have to go before actually arriving   New Year is about to begin with newer resolution Have u guys taken a resolution to enhance ur driver quality Or only days will progress not your services   httpstcosYAqexb,0.5181818181818182,0.04545454545454545,Positive
249, Spoke to your call center guys at the airport itself who ensured to help and put me on hold for  odd mins to speak to the driver But again the next driver asked for my drop location He then confirmed that he never got a call from support Why lie to customers,0.3375,0.03333333333333334,Positive
250,  Its a old trend govt n media will not act in this issue because they  r friends showing to public actuall they r partners like ola n uber cab agregators no one responds  They r thinking they r above the law,0.12222222222222223,0.03333333333333333,Positive
251,  because this involves mymother and aunt they are yrs old andin darkvillage if they had fallen anything could have happened your driver said he has to go empty for km I am an ex ola partner and I want strictest action against that car or I will go to authorities,0.26666666666666666,0.03333333333333333,Positive
252, Your drivers have made a monopoly at Delhi International Airport and ask for location even before boarding forget the OTP So its back to old cab days or  rocks,0.06666666666666667,0.03333333333333333,Positive
253,    This is a common practice now Specially in ,0.5357142857142857,0.02857142857142858,Positive
254, This is not regarding fleet Y is it that some customers get a cab directly with cab number and others have to wait in line for the next available cab There is no concept of first person gets first car Ppl having to stand in line r made idiots This wasn’t how it was last week,0.33333333333333337,0.028571428571428564,Positive
255, I’ve been trying to register for Ola select since  days but your app is broken Please fix it asap  what good is your Diner’s Black offer of a free priority pass with Ola when their app is so broken I suggest you give out  coupons instead  httpstcoGvCCOmJKE,0.5266666666666666,0.02666666666666666,Positive
256, clearly just reporting the issue didnt work in my case What needs to be explained here is why your call center guys are deceiving customers into believing that action is being taken while actually letting goons run their local taxi business on an ecom platform,0.13666666666666666,0.020000000000000004,Positive
257,Do not take   in  My ride from  to  was ℅ more then uber and ola and was mins delayed pickup Pretty bad customer care support 😔,0.7222222222222222,0.01666666666666672,Positive
258, It doesnt make any sense of your validation if you are not going to take any action Just becoz of your promise I booked rude with ola or else i wouldnt If you cant then you should not say first take and we will refund dont break customers trust,0.3444444444444444,0.016666666666666673,Positive
259,  What happened to solution of old ticket  that you guys close without any solution After I call again for information on same then you guys raise a new ticket  Its already  days to new complaint also Hope a year in not needed to resolve it,0.2868181818181818,0.014545454545454539,Positive
260,  Last Wednesday I was made to stand for an hr by Ola near India Exposition center Greater Noida and then received a message Sorry we couldnt find rides near you Please try again later,0.35238095238095235,0.014285714285714287,Positive
261,Tour specials auction only merchandises special limited cheki find Ola Aphrodite merchandises at EOY JCulture Festival    To attend her meet amp greet you will need to purchase at least  item from her…  httpstcocuSkQbG,0.5285714285714286,-0.0035714285714285726,Negative
262, Kindly don’t believe in  because they are fakeMy ola trip was ensured and due to the driver taking the wrong route  i missed my flightAfter days days of follow upsThis is what they came up with an excuseWonderful job Acko    httpstcooDYiQebfa,0.725,-0.00833333333333334,Negative
263, ola uber zommato Flipka Amazon culb factory sandela ani digital india  Google pay All these online businesses will not be closed otherwise the entire country of India will become a bay employment like utter pradesh because very large losses are damaging small shops,0.44702380952380955,-0.011904761904761904,Negative
264,   Ola send such Errant drivers on week leave to make up their mind n also give training how to drive n behave on    N when to horn n how to park n drive n all  Such silly mistakes r unsparable Pls fine amp suspend amp send proofs asap,0.59375,-0.02083333333333333,Negative
265, Yes the issue is resolved But dont be unnecessarily harsh with the driver excpt the fact that while closing the ride he shouldve marked it as a breakdown So that no other person have to resort to this long process It shdve been automatic on your part Save resources amp time,0.5187499999999999,-0.021875000000000002,Negative
266, Ola hu uber Earth is flat,0.125,-0.025,Negative
267,CAA  You  have no problem with a Passport Ration Card voters list PAN Card Ola Uber and all the apps You have given all the details there The privacy question arises only with NRC Strange     ,0.575,-0.025,Negative
268,That’s true of every digital transaction fat cats in IT  Banking and platform skim off at least   of the value of people’s money  Like a Black Cab ride is  or even  cheaper than Ola Uber if paid in cash ,0.37083333333333335,-0.029166666666666667,Negative
269,     They are providing as far as I know I get them almost all the time Probably in your area people are less But from a price point uber is less than ola as far as autos is concerned,0.5333333333333333,-0.033333333333333326,Negative
270,Ur system is completely crack Can someone from ola can debate on the subject  olascam,0.3666666666666667,-0.033333333333333326,Negative
271, Ride CRN Driver asked me pay ₹ because the fare was ₹ but  ride showing on screen ₹ i have denied but he was not ready for ₹  so finally I have paid him ₹  I need to highlighted this issue because why Auto Driver demand extra,0.5333333333333333,-0.03333333333333333,Negative
272,Ola Layoffs  given pink slips total cuts to go upto  in next six months  httpstcocnxtIWCuf,0.35000000000000003,-0.03333333333333333,Negative
273,How smart is this have noticed this few times   how can you allow the driver to upload a pic with face hidden a teenager driving the vehicle amp don’t know if he is the actual cab driver Enable driver fingerprint scan before everyride    httpstcobCXRerEv,0.29404761904761906,-0.0380952380952381,Negative
274, My sister had made a booking yesterday night for th Dec at   am  As she was assured by her previous multiple Outstation journey that  are reliable and on time prior regarding their customer As prior to booking we recieved Driver Detail  httpstcoRyYijTfMZ,0.041666666666666664,-0.041666666666666664,Negative
275, Althugh aftr such a hctic sitution i recivd only msg some hw ths Question is just that r u seriously reliably concrned only with  driver amp in case of any emergency or Priority you dont have any other Driver ready to go thats    httpstcoUtZJXMQE,0.673611111111111,-0.04305555555555555,Negative
276, FastTag will further reduce jobs FastTagecommerceAmazonFlipkartPhonePeBhimPaytm No cars Uber’s and Ola’s No houses coshare Est business closed and start upindia is in trillion economy clothes made in Bangladesh Arms made in USA and I phone assembly Indian No Jobs,0.3,-0.05,Negative
277,Shame on  I just read the story of  who had to drive his way home in an ola cab when the driver allegedly kept dozing off Read it in   should keep a limit on the number of hours a driver can work to avoid such massacre,0.3,-0.05,Negative
278, way cancellation charges when the driver its  min travel to your point  it was a long wait time  httpstcodtgzec,0.4,-0.05,Negative
279, So your cabbies at all places have same attitude Denied for drop location and not ready to cancel the booking  httpstcoVjKmnISk,0.3125,-0.05,Negative
280, I’ve been trying to get a refund for my ride on th Nov where I ended up paying twice for it Waited patiently for  days yet there’s been no followup What’s taking a refund this long,0.4,-0.05,Negative
281,Time for Uber and Ola to enter this space Rentals for long rides in India than intracity I guess,0.4,-0.05,Negative
282,  Thn after We were askd to cancel the ride as drivr was not ready to drive us thrugh although i can understand thats his personal call and As soon as he cancel i was issued with  cancellations chargewhich aftr contacting  is waived off,0.4,-0.05,Negative
283, No action yet,0.1,-0.05,Negative
284, Kms in  years   This is what an UberOla car does in  years source Uber drivers   I checked my car have done less than kms on each of my two cars in the last  years   How underutilized car 🚗 is as an asset for personal use,0.14444444444444446,-0.05555555555555555,Negative
285,OLA etc are facing tremendous hardshipsstudents are unable to fill up their online application forms for their examinations Is this something that webeing the citizen of the worlds largest democracycan expect where the govt in force talks of Digital India ,0.5,-0.05555555555555556,Negative
286,    Eveerbody knows who kills after shouting ola hu uber  Long list will take you an entire day for you to read  httpstcoYloLnqbi Magnitude and scale of operations unmatched with any other religion in the world,0.4666666666666666,-0.05833333333333333,Negative
287, You guyz are shameless  I have been charged wrongly for the extra  kms I have attached all the screenshots but the only response i got was please wait we are checking into it You dont take this much time for charging extra money,0.4600000000000001,-0.06,Negative
288, Dear Ola Support Team   I think you are really having zero knowledge of English and you are keeping some useless team members at your Digital Resolve team  My DMs r received at your end  since last one day but ZERO reply received till date  And you are keep asking  ,0.09333333333333334,-0.06,Negative
289,     ola cancellation refund fraud    Driver did not come Forced me to cancel got  Rs fine Post complaint some coupon has been issued that too with validity to use again to book ola within two monthsWhy validity Do not cheat Indians,0.3,-0.061111111111111116,Negative
290,I booked an  Prime for my outstation trip However I am paying only to see this The driver is not aware how to fix it either   I feel cheated  httpstcopDboGWDiQ,0.625,-0.0625,Negative
291,   Saw a FB post the other day complaining about the same thing Seems like this is the norm these days Thankfully Im not an ola user,0.25,-0.0625,Negative
292,He told me both locations are different they werent different The driver fooled me and asked me to step down in remote location   Is this how you people cheat and treat customer ,0.4222222222222222,-0.0638888888888889,Negative
293, Only cash or Ola Money available as payment options That’s stupid Why can’t I set up a cc I don’t want to do KYC for a new wallet just for rental,0.7136363636363636,-0.06590909090909089,Negative
294, Thanks for a fucked up experience ruined the whole day😊,0.4333333333333333,-0.06666666666666665,Negative
295, This is very simple and common answer in that time all service providers what action you taken no one can do this again,0.3547619047619048,-0.06666666666666667,Negative
296, Sir when can you initiate this in Bangalore Facing lot of issues with cab drivers Cabauto cancellations very rude demanding for more money etc Neither Ola or Uber taking it seriously  httpstcoaLVSRhZB,0.648888888888889,-0.07444444444444444,Negative
297,   I missed by ola cab and chasing acko insurance from past  days No support from their side They ask for no show boarding pass which  clearly said doesn’t exist I have already provided my Bith the tickets tot he team ,0.31666666666666665,-0.07499999999999998,Negative
298, He has been visiting for the past  years but it hasn’t been resolved so far,0.625,-0.075,Negative
299,  Uber amp Ola drivers both taking customers for a ride by selectively accepting and then refusing During last twenty days Uber drivers have let down Uber needs to pull up their socks,0.17777777777777778,-0.07777777777777779,Negative
300,MhEH  White pvt taxi driver continuously usinh mobile while driving Seeing up n down again n again n driving car he may dash some just now at mahim w SB marg towards matunga took turn  ,0.14444444444444446,-0.07777777777777779,Negative
301,It’s almost  mins waiting for the  and my battery drained down to  from  but the  cab is still at the same location So unprofessional behaviours At the end  comes for the support,0.20694444444444446,-0.07777777777777779,Negative
302, I usually dont write but now new things ola drivers came up with they reach nearby not exactly your location when you call them up they argue they are on location then say cancel booking as by that time their  mins get over where customer get charged   httpstcoqeAHQsuSa,0.3181818181818182,-0.07954545454545454,Negative
303, Poorest services you have the the city like mumbai Shame on you ola Trying to book a cab from last  mins What you dont have enough cabs in Mumbai Zero frequency of cabs Very poor service provide   is so fast and reliable,0.4866666666666667,-0.08,Negative
304,  Hi Ola Team  Today I have traveled by Ola Auto and my total charge amount RsI  have paid Rs by Paytm However its  still showing due balance Rs amounts in Ola Postpaid Please consider my payment and remove due amount in Ola Postpaid Please resolve it  httpstcoqHTEYmfWdV,0.5,-0.08333333333333333,Negative
305,Is   seriously suggesting that the demands for cabs on  Jan at  is high already Bizzare  httpstcojiVuaRVbgn,0.6033333333333333,-0.08666666666666666,Negative
306, Tried again i am chasing   from past daysThe total loss encountered due to this was k next day flightdouble commute from airport kIf your rd party is not working its your duty to follow up not your customer’s duty  ,0.34375,-0.09375,Negative
307,so plz Its my request to  to take an action on himand a advice to  to   update their server As i was trying to complaint it was failing continuously,0.15000000000000002,-0.09999999999999999,Negative
308, Please let me know after my complaint why did my two rides got cancelled back to back    httpstcoEsiribEBf,0.06666666666666667,-0.09999999999999999,Negative
309,      You are such a pathetic company Same place same destination even after having a ola pass I get charged more  httpstcoNcDtxmyu,0.45,-0.1,Negative
310, Terrorist who are shouting  and burning homes destroying public property throwing stones on Indian citizen should be shot at site,0.03333333333333333,-0.1,Negative
311, why driver not coming for pickup and why he accepted ride I am standing with my toddler and facing heavy difficulty with outside whether Shame on you Ola guys  httpstcosfhywrUk,0.275,-0.1,Negative
312, If you cant deliver in a city like mumbai where company aims to get majority of the revenue There only the available of cabs isn’t possible You idiot sell your company and go home,0.8,-0.1,Negative
313, Auto guys always demand for cash payment else they deny to come Some went ahead and told cancel trip and they wil drop us for same fare without booking  Always get to hear tat Ola holds back the payment to auto drivers hence they are forced to do this,0.10833333333333334,-0.10000000000000002,Negative
314, I have worst experience Confirmation comes late and than charge cancelation fee Cannot wait for five minutes Ola has best service,0.6333333333333334,-0.10000000000000002,Negative
315, Some of the people with whom i interacted on this topic said similar thing one ola cab driver actually said  that men feel a sexual urge that is difficult to suppress on seeing girls in foreign attire and that it was the girls fault It is actually scary people think this way,0.576388888888889,-0.10416666666666667,Negative
316, How sick does one feel when we get charged more after buying a ola pass  Is it because you guys think the customer has to book ola just because he purchased the pass,0.6785714285714286,-0.10714285714285715,Negative
317, Returning money is secondary and NOT good enough  Your needs to be updated to address three issues  It must show if AC isnt functional  Rating of driver must have following parameter also a Asking destination on telephone b Talking loudly on phone continuously 🙏,0.4600000000000001,-0.10999999999999999,Negative
318, I hav serious safty concern with Ola Auto raised this several times before Today again the driver amp vehicle came for pick up are different frm what is shown in the app I had to take this ride due to urjency  CRN    httpstcoVeirSeNP,0.41041666666666665,-0.11458333333333333,Negative
319, almost missed my flight because of your driver who not only requested OTP on call made me wait for about half an hour but also refused to come to the location Wasted about  hour on this who’s    ,0.3888888888888889,-0.12222222222222223,Negative
320,Dear   pls make a rule for ur drivers to stop using mobile phone during driving I use  rides a month  of the drivers talking almost  of the driving time over handsfree while driving making life unsafe for passengers other vehicles n pedastrians ,0.375,-0.125,Negative
321, i paid ola postpaid amount transition also sucessfull But it shows due  httpstcomockjtcOI,0.375,-0.125,Negative
322,She is unfit n unbecoming of FM She had said due to Ola n Uber sales of cars has declined Now in stead of showing concerned for soar price  of Onions she said her family doesnt uses onions Shameless person,0.375,-0.125,Negative
323, Done let me know for any other information,0.375,-0.125,Negative
324,I just wonder what action will  take on Abdul for treating Ola customers do badly Does Ola realise how much damage drivers like Abdul do to their brand,0.3222222222222222,-0.13333333333333328,Negative
325, KYC to be Olas customer   KYC to get Ola Money  KYC to get Ola Credit  KYC to get Ola Drive    can you let one person handle your platform Low key Tired of your bullshit,0.6666666666666666,-0.13333333333333333,Negative
326, sorry to say but my current ride is the last time I am using your service The Ola App sucks   Happened  times notification says booked you click on notification open ola and nothing The driver came cant find OTP as Ola will show only a map that we see on start,0.5444444444444444,-0.13333333333333333,Negative
327,  I booked a shared Ola cab from Alpine Viva to  some location near Madhepura After booking the drop location got changed to Bethany Indira Nagar I got confused I asked the driver He stopped car in remote area and asked me to step down,0.39722222222222225,-0.1388888888888889,Negative
328, I wonder what goes on in the minds of thinktanks at Ola you have all the money in the world have an ugly app UI your drivers are rude your prices are high What exactly are these nincompoops trying to achieve,0.5975,-0.1475,Negative
329, after left phone today in ola  cab came to lodge complaint in salt lake office but deny to registerd asked to regd over email what a shame CRN in Sakshi Poddar,0.1,-0.15,Negative
330,    It is not just a feedback But a complaint and same I am going to forward to Consumer forum through NCH for failing in providing in promised services,0.1625,-0.15,Negative
331, my ride has been even rejected after   pm in Natpur City quite a few times just because our destination was a bit out of City center,0.1,-0.15000000000000002,Negative
332, to the experience that I had on Sunday here is another instance of your services by  I booked a cab after hardly finding one which showed it will take   mins hence cancelled due to long wait time  booked another by  which had a wait time of,0.4388888888888889,-0.15555555555555556,Negative
333,When Internet is down and millenials cant book Ola or Uber😇  httpstcojaDHSQxjbB,0.2888888888888889,-0.15555555555555559,Negative
334,  bad experience with ola partner rude behaviour unsafe ride driver had dropped in mid way and  is least bothered about safety it was better ride with    httpstcoXIFIYKjQcX,0.4333333333333333,-0.15999999999999998,Negative
335,Early morning today I wanted to get Ola taxi from Karbigahiya side of Patna Jn but failed as booking system is so complex Plz simplify the procedure so that common man can connect with you Thanks,0.33999999999999997,-0.16,Negative
336, Now please provide cab which is not already in on trip This is the rd rental service i booked today and all of them were on previous trip,0.16666666666666666,-0.16666666666666666,Negative
337, Biggest Irony is I have sent Emails DMs and still u need a DM to understand the problem   Serious issue with your digital cell  Hire some brains  experts   ,0.3333333333333333,-0.16666666666666666,Negative
338,  Ive paid the payment of Rs  yet it is showing pending in my account Also due to this I am not able to book any other cab  httpstcoUuTsaLNJH,0.4583333333333333,-0.16666666666666666,Negative
339,In Chennai   I would love to give  star to every driver  who keep communite in English  Who dont ask  where are you going location kidhar jana he  n dont cancel it   who dont ask Payment Cash or online   u are at the worst ,0.5333333333333333,-0.16666666666666666,Negative
340, This booking was done in advance by me by the option of ride laterBut this man totally refused to pick up I had scheduled ride as i have to catch a train But unfortunately at the last moment i took the help of my friend for dropping me to station  httpstcoyMTwxoahw,0.6055555555555555,-0.16666666666666666,Negative
341,Hey    cab wale ab apne rishtedaro ko bhi bagal bitha ke laane lage hain ride pe  there was a man sitting next to the driver what the hell  please find details below highly ridiculous  httpstcoIItMEuTN,0.5,-0.16666666666666666,Negative
342,Ola fares are nearly half of Uber these days  What’s happening ,0.16666666666666666,-0.16666666666666666,Negative
343,  i didnt rated the driveri want to rate for my previous ride please help with this,0.16666666666666666,-0.16666666666666666,Negative
344,   Ya half of Indian people dont know about thissome are thought its ola uber,0.16666666666666666,-0.16666666666666666,Negative
345, Hi Bhavish A ola driver cheated me and your  is repeating the same message like parrots A similar incident with   a high official called and resolved With ola everyone says the same text book answers Pathetic,0.438,-0.16799999999999998,Negative
346,  why should I pay  rs since your driver denied any other mode of payment except cash  even I am getting late for cathing my flight still I am on the way and get late due to your driver denied last minute to reaching Even ola should penalized for this   httpstcoGlkaEZfJ,0.4033333333333333,-0.16999999999999998,Negative
347,   Its updating the next ride itself from last  minutes I had to cancel myself Very poor  httpstcoxVhCCMKNt,0.2822222222222222,-0.17333333333333334,Negative
348,    Thanks for coming up support It was  PM and I was with my wife and two small kids  year and  years respectively   behavior was also very annoyed That driver insisted to drop us after our complaint but we refused as we booked  amp scared to ride ,0.38,-0.17400000000000002,Negative
349, Please refund my money I had booked this cab to airport n d cab broke down just  km frm my pick up point I had to book another cab n i struggled to reach airport in time U cn check with driver Bad customer service by OLA m your loyal customer since    httpstcoMGDRabyp,0.5962962962962962,-0.17407407407407405,Negative
350,        Just another hollow assurance like always  I will be charged your surged rate The driver will be elevated with the ranking of  and for you just the usual business All forgotten,0.15,-0.175,Negative
351, I am unable to book new ride as which booking I have completed that one is Showing on my dashboard of ola Mobile   httpstcoveHSmCK,0.4772727272727273,-0.18181818181818182,Negative
352, Things are not good in Ola They fleece customer  overchargeTheir driver cancel their trip at last moment and you suffer for their denialTheir denial and you are overcharged for their denial Customer safety is too missing in their service To hell with ola,0.23888888888888893,-0.18333333333333335,Negative
353, we had very bad experience on  November when your driver did not picked our call early morning even when we prebooked our ride a day before Thanks to OLA as we got our train early morning through their ride Worst part was we were charged for cancellation Big Thanks,0.4238095238095239,-0.1871428571428571,Negative
354, not able to book since last  mins Any issues Everytime it says something went wrong please try again later,0.3979166666666667,-0.1875,Negative
355, poor and unreliable services of  today I booked ride driver said giving excuses ride not showing after i contact to support then after long discussion again rescheduled but otp is not showing my app i have wasted half hour usuallyuse   half day salary,0.2666666666666667,-0.19666666666666666,Negative
356,This is frustrating   When ever I call customer care to report any issue  concern I get a response We are facing technical issue to retrieve your details       ,0.5,-0.2,Negative
357,I tried to book a Ola cab today morning and this is what I faced  It was frustrating  Finally booked  And reached office  I just dont want to uninstall Ola thats why attaching proof also  Sector  Noida Delhincr         httpstcotXReozOHX,0.95,-0.2,Negative
358,It was a very very worst experience with  kindly look for this situation   any how I need to pay him because I have urgency to go But thats not the way I ask him to talk with  but he denied And i was also in hurry 😔,0.95,-0.2,Negative
359,    few of these  httpstcojnpYgbSppq,0.1,-0.2,Negative
360, The Ola Play and Incab Wifi both are not available,0.4,-0.2,Negative
361, spoils the vacation mood with poor customer management  prime play will be my next choice,0.3,-0.2,Negative
362,Indian taxi firm Ola signs up  drivers as it looks to take on Uber with London launch  httpstcosjdfVpO Indian ridesharing firm is to launch in London in   The firm said it has signed up  drivers in three weeks  Rival Uber is at risk of permanently,0.4000000000000001,-0.20000000000000004,Negative
363, its been more then  minutes Driver niether  coming nor picking the call And he has cancelled the booking   Very bad service from OLA  httpstcoSAiGKqQI,0.6833333333333333,-0.2049999999999999,Negative
364,  your drivers canceled ride after asking for destination one time I told he canceled even if it was scheduled ride nd Time again other driver asked I denied to tell he still canceled Destination is hardly km,0.4583333333333333,-0.20833333333333334,Negative
365,  why you charge rs for cancellation your driver denied his duty so we are not responsible for that Why we charge Its not fair,0.7250000000000001,-0.22499999999999998,Negative
366,I am the regular customer of ola cab what I feel today its a pathetic service and unnecessarily charge They show  and they charge  Uber is better than olai am uninstalled ola aap now       ,0.6192307692307693,-0.22499999999999998,Negative
